Data da Venda,Código Produto,Nome Produto,Categoria do Produto,Quantidade Vendido,Valor Unitário,Valor Total da Venda,Cidade da Loja,País da Loja,Vendedor
2023-11-18,50,Mesa,Móveis,9,1051.77,9465.93,Coimbra,Portugal,Sofia
2023-02-23,70,Licença Windows,Software,2,1492.55,2985.1,Los Angeles,Estados Unidos,Bob
2023-02-19,50,Mesa,Móveis,3,4679.69,14039.07,Madrid,Espanha,David
2024-01-17,40,Nobreak,Periféricos,8,3450.92,27607.36,Rio de Janeiro,Brasil,João
2023-12-11,80,Licença Office 365,Software,5,2756.08,13780.4,Porto,Portugal,Miguel
2023-12-25,80,Licença Office 365,Software,7,3576.14,25032.98,Barcelona,Espanha,Carlos
2024-01-17,20,Monitor,Monitores,7,3471.33,24299.31,Belo Horizonte,Brasil,João
2023-03-25,70,Licença Windows,Software,1,2938.28,2938.28,Valencia,Espanha,David
2023-08-22,10,Mouse,Periféricos,1,2852.5,2852.5,Coimbra,Portugal,André
2024-01-20,60,Cadeira,Móveis,10,581.31,5813.1,Valencia,Espanha,David
2023-08-18,40,Nobreak,Periféricos,5,1726.44,8632.2,Coimbra,Portugal,André
2023-10-15,70,Licença Windows,Software,9,1382.24,12440.16,Valencia,Espanha,María
2023-07-21,60,Cadeira,Móveis,6,851.97,5111.82,Barcelona,Espanha,Carlos
2023-07-24,60,Cadeira,Móveis,8,2034.66,16277.28,Porto,Portugal,André
2023-07-04,80,Licença Office 365,Software,5,3083.9,15419.5,New York,Estados Unidos,John
2023-03-15,23,Cabo HDMI,Periféricos,4,723.22,2892.88,Barcelona,Espanha,David
2023-06-07,11,Teclado,Periféricos,7,1990.65,13934.55,Madrid,Espanha,María
2023-06-03,90,HD SSD,Armazenamento,6,1494.86,8969.16,São Paulo,Brasil,Ana
2023-03-23,11,Teclado,Periféricos,3,2375.2,7125.6,Rio de Janeiro,Brasil,Carlos
2023-04-06,96,Placa de Vídeo,Periféricos,6,4746.72,28480.32,Lisboa,Portugal,Sofia
2023-07-17,80,Licença Office 365,Software,2,127.37,254.74,Lisboa,Portugal,Sofia
2023-05-19,30,Notebook,Computadores,6,3481.13,20886.78,Lisboa,Portugal,Sofia
2023-09-21,80,Licença Office 365,Software,10,367.32,3673.2,Porto,Portugal,Miguel
2023-10-14,23,Cabo HDMI,Periféricos,1,4154.26,4154.26,Rio de Janeiro,Brasil,Carlos
2023-08-09,22,Cabo Energia,Periféricos,4,2387.65,9550.6,Lisboa,Portugal,Miguel
2023-11-12,95,Memória,Armazenamento,9,2432.51,21892.59,Porto,Portugal,Sofia
2023-04-19,20,Monitor,Monitores,6,2654.01,15924.06,Porto,Portugal,André
2023-11-02,24,Cabo Rede,Periféricos,10,3795.12,37951.2,Chicago,Estados Unidos,Bob
2023-06-01,35,Computador,Computadores,3,4265.65,12796.95,São Paulo,Brasil,Ana
2023-11-23,10,Mouse,Periféricos,5,3827.39,19136.95,Porto,Portugal,André
2023-02-23,24,Cabo Rede,Periféricos,3,4768.36,14305.08,Lisboa,Portugal,Miguel
2023-05-24,11,Teclado,Periféricos,3,3451.46,10354.38,Madrid,Espanha,David
2023-06-07,11,Teclado,Periféricos,6,4969.73,29818.38,São Paulo,Brasil,João
2023-07-21,30,Notebook,Computadores,6,1727.36,10364.16,Madrid,Espanha,David
2023-09-15,70,Licença Windows,Software,5,3464.68,17323.4,Porto,Portugal,Sofia
2023-09-11,50,Mesa,Móveis,9,1038.37,9345.33,New York,Estados Unidos,John
2023-06-07,11,Teclado,Periféricos,4,3076.3,12305.2,Valencia,Espanha,David
2023-10-21,70,Licença Windows,Software,2,2627.74,5255.48,Valencia,Espanha,Carlos
2023-06-26,23,Cabo HDMI,Periféricos,9,3133.83,28204.47,Belo Horizonte,Brasil,Ana
2023-10-11,80,Licença Office 365,Software,3,4141.69,12425.07,Porto,Portugal,Sofia
2023-06-21,96,Placa de Vídeo,Periféricos,2,4930.52,9861.04,Los Angeles,Estados Unidos,Alice
2023-12-02,23,Cabo HDMI,Periféricos,5,3104.39,15521.95,New York,Estados Unidos,Bob
2023-02-25,23,Cabo HDMI,Periféricos,6,2021.7,12130.2,Madrid,Espanha,David
2023-11-21,30,Notebook,Computadores,9,2582.82,23245.38,Los Angeles,Estados Unidos,Alice
2023-06-07,70,Licença Windows,Software,9,1421.07,12789.63,Lisboa,Portugal,André
2024-02-02,10,Mouse,Periféricos,1,2527.14,2527.14,Valencia,Espanha,Carlos
2023-04-03,92,HD Sata,Armazenamento,3,4290.99,12872.97,Porto,Portugal,Miguel
2023-03-12,11,Teclado,Periféricos,2,2514.8,5029.6,Rio de Janeiro,Brasil,Carlos
2023-12-18,11,Teclado,Periféricos,3,4300.08,12900.24,Rio de Janeiro,Brasil,Ana
2023-07-30,70,Licença Windows,Software,4,4833.17,19332.68,Porto,Portugal,Miguel
2024-01-06,80,Licença Office 365,Software,5,4311.73,21558.65,Los Angeles,Estados Unidos,Bob
2023-09-29,24,Cabo Rede,Periféricos,2,844.62,1689.24,Belo Horizonte,Brasil,Carlos
2023-03-31,23,Cabo HDMI,Periféricos,1,2149.3,2149.3,Porto,Portugal,André
2023-11-24,40,Nobreak,Periféricos,9,2253.47,20281.23,Valencia,Espanha,Carlos
2023-12-26,11,Teclado,Periféricos,8,2636.24,21089.92,Madrid,Espanha,Carlos
2023-09-28,10,Mouse,Periféricos,6,3934.33,23605.98,São Paulo,Brasil,Ana
2023-05-19,11,Teclado,Periféricos,8,4221.93,33775.44,Madrid,Espanha,Carlos
2023-07-09,50,Mesa,Móveis,4,3128.3,12513.2,Madrid,Espanha,Carlos
2024-01-25,40,Nobreak,Periféricos,5,702.46,3512.3,Madrid,Espanha,Carlos
2023-11-17,30,Notebook,Computadores,6,1699.41,10196.46,Lisboa,Portugal,Sofia
2023-03-13,22,Cabo Energia,Periféricos,6,3588.08,21528.48,Coimbra,Portugal,André
2023-07-04,90,HD SSD,Armazenamento,1,452.48,452.48,Coimbra,Portugal,André
2023-04-18,80,Licença Office 365,Software,6,2354.89,14129.34,Belo Horizonte,Brasil,João
2023-02-26,95,Memória,Armazenamento,6,2135.92,12815.52,Belo Horizonte,Brasil,Ana
2023-10-04,11,Teclado,Periféricos,2,419.5,839.0,New York,Estados Unidos,Bob
2023-06-15,95,Memória,Armazenamento,8,1742.39,13939.12,Valencia,Espanha,Carlos
2023-03-20,20,Monitor,Monitores,6,1716.21,10297.26,Madrid,Espanha,David
2023-10-29,50,Mesa,Móveis,1,3589.07,3589.07,Belo Horizonte,Brasil,João
2023-12-10,50,Mesa,Móveis,6,1977.74,11866.44,São Paulo,Brasil,João
2023-07-18,20,Monitor,Monitores,2,3448.56,6897.12,São Paulo,Brasil,Carlos
2023-09-10,35,Computador,Computadores,9,2388.57,21497.13,Los Angeles,Estados Unidos,John
2023-08-06,23,Cabo HDMI,Periféricos,10,3465.14,34651.4,Porto,Portugal,Miguel
2023-03-12,96,Placa de Vídeo,Periféricos,4,1710.95,6843.8,Madrid,Espanha,María
2023-08-09,22,Cabo Energia,Periféricos,8,4005.36,32042.88,New York,Estados Unidos,Bob
2023-10-02,70,Licença Windows,Software,3,3522.99,10568.97,Rio de Janeiro,Brasil,João
2024-01-07,95,Memória,Armazenamento,10,2986.39,29863.9,Madrid,Espanha,María
2024-01-20,90,HD SSD,Armazenamento,8,4045.98,32367.84,Rio de Janeiro,Brasil,João
2023-10-02,30,Notebook,Computadores,1,2319.84,2319.84,Rio de Janeiro,Brasil,João
2023-04-26,11,Teclado,Periféricos,4,1020.12,4080.48,Barcelona,Espanha,María
2023-11-28,11,Teclado,Periféricos,6,4251.97,25511.82,São Paulo,Brasil,João
2023-10-18,11,Teclado,Periféricos,5,4263.41,21317.05,Lisboa,Portugal,Miguel
2023-02-25,30,Notebook,Computadores,3,4459.44,13378.32,Coimbra,Portugal,Sofia
2024-01-15,30,Notebook,Computadores,9,215.02,1935.18,Valencia,Espanha,María
2023-04-21,70,Licença Windows,Software,2,4685.83,9371.66,Valencia,Espanha,María
2023-12-27,20,Monitor,Monitores,2,956.81,1913.62,Lisboa,Portugal,Sofia
2023-09-13,35,Computador,Computadores,4,1851.21,7404.84,Belo Horizonte,Brasil,Carlos
2023-05-24,80,Licença Office 365,Software,3,1120.25,3360.75,Lisboa,Portugal,André
2023-07-06,92,HD Sata,Armazenamento,6,1084.36,6506.16,Barcelona,Espanha,María
2023-05-15,80,Licença Office 365,Software,9,1959.54,17635.86,New York,Estados Unidos,Alice
2023-07-30,50,Mesa,Móveis,8,2773.0,22184.0,Lisboa,Portugal,André
2023-06-14,50,Mesa,Móveis,1,4459.38,4459.38,Chicago,Estados Unidos,John
2023-04-06,35,Computador,Computadores,2,2402.32,4804.64,Coimbra,Portugal,Miguel
2023-10-10,95,Memória,Armazenamento,3,1147.66,3442.98,Los Angeles,Estados Unidos,Bob
2023-03-15,20,Monitor,Monitores,2,4015.56,8031.12,Porto,Portugal,André
2023-02-20,10,Mouse,Periféricos,4,3784.55,15138.2,New York,Estados Unidos,Bob
2023-07-24,22,Cabo Energia,Periféricos,6,2765.6,16593.6,Porto,Portugal,Miguel
2023-04-28,96,Placa de Vídeo,Periféricos,6,2345.18,14071.08,Valencia,Espanha,David
2023-12-27,23,Cabo HDMI,Periféricos,3,4720.51,14161.53,Madrid,Espanha,María
2023-04-15,95,Memória,Armazenamento,4,3274.21,13096.84,Los Angeles,Estados Unidos,John
2023-12-27,60,Cadeira,Móveis,7,4260.03,29820.21,Barcelona,Espanha,María
2023-07-27,70,Licença Windows,Software,5,287.13,1435.65,Rio de Janeiro,Brasil,Ana
2023-06-25,92,HD Sata,Armazenamento,10,2523.75,25237.5,Barcelona,Espanha,Carlos
2023-04-28,22,Cabo Energia,Periféricos,2,2626.43,5252.86,Coimbra,Portugal,Miguel
2024-01-18,92,HD Sata,Armazenamento,8,2132.16,17057.28,Los Angeles,Estados Unidos,Bob
2023-12-27,95,Memória,Armazenamento,2,3292.77,6585.54,Valencia,Espanha,María
2023-06-17,92,HD Sata,Armazenamento,1,3005.86,3005.86,Porto,Portugal,André
2023-10-12,70,Licença Windows,Software,8,2336.45,18691.6,Porto,Portugal,André
2023-07-19,10,Mouse,Periféricos,9,4646.02,41814.18,Madrid,Espanha,María
2023-06-01,50,Mesa,Móveis,6,2588.64,15531.84,Los Angeles,Estados Unidos,John
2023-03-02,30,Notebook,Computadores,2,768.65,1537.3,New York,Estados Unidos,Bob
2023-04-14,30,Notebook,Computadores,4,3647.85,14591.4,Barcelona,Espanha,David
2023-07-25,22,Cabo Energia,Periféricos,10,3336.67,33366.7,São Paulo,Brasil,Ana
2023-05-05,22,Cabo Energia,Periféricos,3,1383.89,4151.67,New York,Estados Unidos,Alice
2023-07-20,80,Licença Office 365,Software,9,1991.03,17919.27,Madrid,Espanha,David
2023-03-22,30,Notebook,Computadores,5,4194.21,20971.05,Los Angeles,Estados Unidos,Bob
2023-06-24,92,HD Sata,Armazenamento,4,1252.72,5010.88,New York,Estados Unidos,Alice
2023-07-01,40,Nobreak,Periféricos,8,2302.17,18417.36,Porto,Portugal,Sofia
2023-05-13,35,Computador,Computadores,2,2823.64,5647.28,Lisboa,Portugal,André
2023-09-14,10,Mouse,Periféricos,4,1728.8,6915.2,Coimbra,Portugal,Sofia
2024-01-27,92,HD Sata,Armazenamento,1,1141.93,1141.93,Barcelona,Espanha,María
2024-01-04,35,Computador,Computadores,3,1410.51,4231.53,Rio de Janeiro,Brasil,Ana
2023-08-30,92,HD Sata,Armazenamento,5,834.03,4170.15,Los Angeles,Estados Unidos,Alice
2023-05-28,11,Teclado,Periféricos,8,3098.73,24789.84,Belo Horizonte,Brasil,Ana
2023-04-12,35,Computador,Computadores,4,2567.12,10268.48,Lisboa,Portugal,Sofia
2023-08-24,35,Computador,Computadores,7,1311.03,9177.21,Lisboa,Portugal,Miguel
2023-04-23,95,Memória,Armazenamento,2,963.73,1927.46,Belo Horizonte,Brasil,João
2023-11-12,92,HD Sata,Armazenamento,10,3337.7,33377.0,São Paulo,Brasil,Carlos
2023-09-07,80,Licença Office 365,Software,5,98.17,490.85,Madrid,Espanha,María
2023-05-18,50,Mesa,Móveis,10,615.03,6150.3,Belo Horizonte,Brasil,João
2023-05-08,22,Cabo Energia,Periféricos,3,2206.52,6619.56,Belo Horizonte,Brasil,João
2023-07-07,70,Licença Windows,Software,9,719.25,6473.25,New York,Estados Unidos,Alice
2023-10-03,10,Mouse,Periféricos,7,4211.74,29482.18,Lisboa,Portugal,Miguel
2024-02-11,24,Cabo Rede,Periféricos,6,4062.95,24377.7,São Paulo,Brasil,Carlos
2023-06-13,24,Cabo Rede,Periféricos,8,2371.78,18974.24,New York,Estados Unidos,John
2023-06-23,92,HD Sata,Armazenamento,4,1959.77,7839.08,Madrid,Espanha,María
2023-02-17,70,Licença Windows,Software,9,4167.09,37503.81,Chicago,Estados Unidos,Alice
2023-10-06,92,HD Sata,Armazenamento,3,2354.34,7063.02,Lisboa,Portugal,André
2023-03-17,95,Memória,Armazenamento,2,632.3,1264.6,Belo Horizonte,Brasil,Ana
2023-07-20,24,Cabo Rede,Periféricos,1,1507.11,1507.11,Barcelona,Espanha,David
2023-10-19,30,Notebook,Computadores,3,951.01,2853.03,Valencia,Espanha,David
2023-12-04,11,Teclado,Periféricos,2,4478.86,8957.72,São Paulo,Brasil,Carlos
2023-06-24,96,Placa de Vídeo,Periféricos,1,3694.45,3694.45,Los Angeles,Estados Unidos,Bob
2023-05-29,96,Placa de Vídeo,Periféricos,6,286.47,1718.82,New York,Estados Unidos,Alice
2023-07-01,92,HD Sata,Armazenamento,5,1010.94,5054.7,Los Angeles,Estados Unidos,John
2023-09-13,35,Computador,Computadores,5,3093.45,15467.25,New York,Estados Unidos,Alice
2023-11-22,10,Mouse,Periféricos,5,4214.84,21074.2,Los Angeles,Estados Unidos,John
2023-06-28,95,Memória,Armazenamento,10,1488.51,14885.1,Coimbra,Portugal,Miguel
2023-10-12,70,Licença Windows,Software,9,3627.26,32645.34,Rio de Janeiro,Brasil,João
2023-10-02,96,Placa de Vídeo,Periféricos,7,2881.38,20169.66,São Paulo,Brasil,Ana
2023-11-12,35,Computador,Computadores,3,2933.28,8799.84,Chicago,Estados Unidos,Alice
2023-04-02,22,Cabo Energia,Periféricos,4,2078.33,8313.32,New York,Estados Unidos,Bob
2023-09-26,40,Nobreak,Periféricos,8,2533.77,20270.16,Barcelona,Espanha,Carlos
2023-12-29,96,Placa de Vídeo,Periféricos,1,3752.65,3752.65,Valencia,Espanha,María
2023-06-05,96,Placa de Vídeo,Periféricos,3,3347.0,10041.0,Madrid,Espanha,Carlos
2023-06-09,60,Cadeira,Móveis,3,3854.98,11564.94,Rio de Janeiro,Brasil,Carlos
2023-07-13,35,Computador,Computadores,5,896.87,4484.35,Valencia,Espanha,David
2023-09-15,40,Nobreak,Periféricos,4,663.02,2652.08,New York,Estados Unidos,Bob
2023-08-09,60,Cadeira,Móveis,5,1091.51,5457.55,Los Angeles,Estados Unidos,Alice
2023-11-09,24,Cabo Rede,Periféricos,9,3163.2,28468.8,Lisboa,Portugal,Sofia
2023-08-25,70,Licença Windows,Software,8,2628.05,21024.4,Valencia,Espanha,Carlos
2023-10-04,70,Licença Windows,Software,8,2010.64,16085.12,New York,Estados Unidos,John
2023-06-30,30,Notebook,Computadores,2,2153.55,4307.1,Valencia,Espanha,María
2023-12-08,30,Notebook,Computadores,2,210.53,421.06,Belo Horizonte,Brasil,João
2024-01-18,23,Cabo HDMI,Periféricos,1,4288.28,4288.28,Coimbra,Portugal,André
2023-06-07,10,Mouse,Periféricos,5,742.47,3712.35,Madrid,Espanha,David
2023-05-15,22,Cabo Energia,Periféricos,3,3806.7,11420.1,Lisboa,Portugal,Sofia
2023-08-22,23,Cabo HDMI,Periféricos,6,2278.61,13671.66,Chicago,Estados Unidos,Bob
2023-03-24,23,Cabo HDMI,Periféricos,8,2867.75,22942.0,Valencia,Espanha,Carlos
2023-09-08,10,Mouse,Periféricos,1,3950.41,3950.41,New York,Estados Unidos,Alice
2023-11-04,50,Mesa,Móveis,3,1130.43,3391.29,New York,Estados Unidos,Bob
2023-06-08,22,Cabo Energia,Periféricos,2,1853.64,3707.28,Los Angeles,Estados Unidos,John
2023-04-23,40,Nobreak,Periféricos,5,3149.3,15746.5,Chicago,Estados Unidos,Bob
2023-08-11,11,Teclado,Periféricos,8,4288.23,34305.84,Barcelona,Espanha,María
2023-04-29,23,Cabo HDMI,Periféricos,3,728.77,2186.31,Valencia,Espanha,María
2023-04-09,24,Cabo Rede,Periféricos,7,204.53,1431.71,Chicago,Estados Unidos,John
2023-05-15,90,HD SSD,Armazenamento,3,2304.64,6913.92,New York,Estados Unidos,Alice
2023-11-16,20,Monitor,Monitores,4,4972.68,19890.72,Belo Horizonte,Brasil,João
2023-10-30,80,Licença Office 365,Software,3,2108.07,6324.21,Belo Horizonte,Brasil,Ana
2024-02-10,20,Monitor,Monitores,1,3105.35,3105.35,Valencia,Espanha,Carlos
2023-12-26,22,Cabo Energia,Periféricos,9,2669.82,24028.38,Porto,Portugal,Sofia
2023-11-22,22,Cabo Energia,Periféricos,10,2651.08,26510.8,Rio de Janeiro,Brasil,Ana
2024-01-10,10,Mouse,Periféricos,2,2899.36,5798.72,Porto,Portugal,André
2023-08-14,40,Nobreak,Periféricos,5,4447.18,22235.9,Barcelona,Espanha,María
2023-05-26,95,Memória,Armazenamento,8,246.12,1968.96,São Paulo,Brasil,Ana
2023-02-15,35,Computador,Computadores,10,2823.44,28234.4,Belo Horizonte,Brasil,Carlos
2023-08-16,20,Monitor,Monitores,9,4962.63,44663.67,Porto,Portugal,André
2023-09-05,35,Computador,Computadores,4,2551.67,10206.68,Los Angeles,Estados Unidos,John
2023-05-03,30,Notebook,Computadores,10,4671.36,46713.6,Porto,Portugal,Miguel
2023-12-19,96,Placa de Vídeo,Periféricos,1,1310.9,1310.9,Coimbra,Portugal,André
2023-04-12,24,Cabo Rede,Periféricos,1,3449.78,3449.78,Chicago,Estados Unidos,John
2023-11-14,96,Placa de Vídeo,Periféricos,1,145.19,145.19,Porto,Portugal,André
2023-11-17,50,Mesa,Móveis,10,3865.75,38657.5,Valencia,Espanha,María
2023-10-20,10,Mouse,Periféricos,8,3052.51,24420.08,Coimbra,Portugal,André
2023-03-23,70,Licença Windows,Software,7,3412.86,23890.02,Barcelona,Espanha,Carlos
2023-11-22,95,Memória,Armazenamento,9,3993.68,35943.12,Chicago,Estados Unidos,Bob
2023-02-18,30,Notebook,Computadores,1,1267.83,1267.83,Coimbra,Portugal,André
2023-06-28,50,Mesa,Móveis,10,4925.58,49255.8,Porto,Portugal,André
2024-01-08,80,Licença Office 365,Software,9,4315.58,38840.22,Los Angeles,Estados Unidos,Alice
2023-08-20,60,Cadeira,Móveis,3,4623.85,13871.55,Porto,Portugal,Sofia
2023-08-01,11,Teclado,Periféricos,1,1608.28,1608.28,New York,Estados Unidos,John
2023-10-11,80,Licença Office 365,Software,7,3018.43,21129.01,Lisboa,Portugal,Sofia
2023-11-01,90,HD SSD,Armazenamento,1,450.44,450.44,Belo Horizonte,Brasil,João
2023-05-28,20,Monitor,Monitores,7,1279.61,8957.27,Barcelona,Espanha,David
2024-01-25,92,HD Sata,Armazenamento,1,3296.63,3296.63,New York,Estados Unidos,John
2023-09-01,22,Cabo Energia,Periféricos,3,1458.82,4376.46,Valencia,Espanha,María
2023-08-28,90,HD SSD,Armazenamento,4,255.03,1020.12,Belo Horizonte,Brasil,João
2023-11-26,22,Cabo Energia,Periféricos,5,3244.11,16220.55,Porto,Portugal,Miguel
2023-07-29,30,Notebook,Computadores,7,4084.47,28591.29,Los Angeles,Estados Unidos,Alice
2023-10-03,24,Cabo Rede,Periféricos,5,4916.54,24582.7,Barcelona,Espanha,Carlos
2023-04-11,80,Licença Office 365,Software,7,2249.07,15743.49,New York,Estados Unidos,Alice
2023-03-19,23,Cabo HDMI,Periféricos,6,1554.81,9328.86,Belo Horizonte,Brasil,João
2023-04-17,60,Cadeira,Móveis,1,4738.84,4738.84,Los Angeles,Estados Unidos,John
2023-06-13,70,Licença Windows,Software,5,4565.38,22826.9,São Paulo,Brasil,João
2023-10-31,92,HD Sata,Armazenamento,4,349.41,1397.64,Chicago,Estados Unidos,Bob
2023-04-19,90,HD SSD,Armazenamento,4,4895.31,19581.24,Porto,Portugal,André
2023-10-27,22,Cabo Energia,Periféricos,6,276.46,1658.76,Chicago,Estados Unidos,Bob
2023-04-19,92,HD Sata,Armazenamento,3,2981.7,8945.1,Madrid,Espanha,Carlos
2023-02-25,95,Memória,Armazenamento,8,498.0,3984.0,New York,Estados Unidos,John
2023-04-17,95,Memória,Armazenamento,4,3622.52,14490.08,New York,Estados Unidos,Bob
2023-03-04,50,Mesa,Móveis,8,3107.68,24861.44,New York,Estados Unidos,John
2023-08-28,90,HD SSD,Armazenamento,8,2659.61,21276.88,Coimbra,Portugal,Miguel
2023-04-08,10,Mouse,Periféricos,8,1775.1,14200.8,Madrid,Espanha,David
2023-09-01,40,Nobreak,Periféricos,7,497.4,3481.8,Belo Horizonte,Brasil,João
2023-04-18,92,HD Sata,Armazenamento,8,3830.05,30640.4,Madrid,Espanha,David
2023-12-21,23,Cabo HDMI,Periféricos,9,2788.18,25093.62,Porto,Portugal,Sofia
2023-08-11,50,Mesa,Móveis,9,4155.25,37397.25,Porto,Portugal,Miguel
2023-10-29,95,Memória,Armazenamento,4,644.37,2577.48,New York,Estados Unidos,Alice
2023-10-08,22,Cabo Energia,Periféricos,10,2142.42,21424.2,Lisboa,Portugal,Sofia
2023-07-30,11,Teclado,Periféricos,7,3345.79,23420.53,Madrid,Espanha,David
2023-12-14,92,HD Sata,Armazenamento,10,4146.26,41462.6,Rio de Janeiro,Brasil,Carlos
2023-06-22,30,Notebook,Computadores,4,1145.14,4580.56,New York,Estados Unidos,Bob
2023-03-19,22,Cabo Energia,Periféricos,6,1983.29,11899.74,Coimbra,Portugal,Miguel
2023-07-27,23,Cabo HDMI,Periféricos,9,2636.15,23725.35,Los Angeles,Estados Unidos,John
2023-06-29,60,Cadeira,Móveis,3,3227.86,9683.58,Chicago,Estados Unidos,Bob
2023-07-11,60,Cadeira,Móveis,7,4968.49,34779.43,New York,Estados Unidos,Bob
2023-04-26,80,Licença Office 365,Software,2,2073.06,4146.12,Madrid,Espanha,Carlos
2023-07-30,70,Licença Windows,Software,6,612.49,3674.94,Los Angeles,Estados Unidos,John
2023-10-25,70,Licença Windows,Software,7,3216.72,22517.04,Chicago,Estados Unidos,Alice
2023-05-26,11,Teclado,Periféricos,8,2555.43,20443.44,Barcelona,Espanha,María
2023-10-17,40,Nobreak,Periféricos,6,645.49,3872.94,São Paulo,Brasil,Carlos
2023-09-04,95,Memória,Armazenamento,2,497.73,995.46,Madrid,Espanha,María
2023-07-23,92,HD Sata,Armazenamento,1,130.75,130.75,Rio de Janeiro,Brasil,Ana
2023-12-24,11,Teclado,Periféricos,10,2241.55,22415.5,São Paulo,Brasil,Carlos
2023-12-16,20,Monitor,Monitores,4,1999.94,7999.76,Belo Horizonte,Brasil,Ana
2023-04-20,60,Cadeira,Móveis,4,3811.09,15244.36,Coimbra,Portugal,André
2023-10-09,95,Memória,Armazenamento,2,4633.4,9266.8,Coimbra,Portugal,André
2023-07-10,20,Monitor,Monitores,4,1813.18,7252.72,Valencia,Espanha,David
2023-03-25,23,Cabo HDMI,Periféricos,9,2062.33,18560.97,Valencia,Espanha,Carlos
2024-01-20,70,Licença Windows,Software,4,1064.5,4258.0,Barcelona,Espanha,Carlos
2023-09-21,24,Cabo Rede,Periféricos,10,1241.1,12411.0,Porto,Portugal,André
2024-01-17,30,Notebook,Computadores,7,1861.19,13028.33,São Paulo,Brasil,Ana
2023-11-23,50,Mesa,Móveis,10,66.44,664.4,Chicago,Estados Unidos,Alice
2024-01-14,95,Memória,Armazenamento,3,4733.97,14201.91,Chicago,Estados Unidos,Alice
2024-01-25,30,Notebook,Computadores,6,1113.76,6682.56,Belo Horizonte,Brasil,Carlos
2023-09-16,60,Cadeira,Móveis,4,1049.9,4199.6,São Paulo,Brasil,João
2024-02-01,11,Teclado,Periféricos,5,3312.82,16564.1,Los Angeles,Estados Unidos,Alice
2024-01-22,50,Mesa,Móveis,1,780.33,780.33,Barcelona,Espanha,David
2023-04-08,92,HD Sata,Armazenamento,9,3289.4,29604.6,Valencia,Espanha,María
2023-04-04,22,Cabo Energia,Periféricos,2,629.32,1258.64,Coimbra,Portugal,Miguel
2023-08-30,50,Mesa,Móveis,3,3940.04,11820.12,Porto,Portugal,Sofia
2023-10-30,80,Licença Office 365,Software,5,3552.29,17761.45,New York,Estados Unidos,Alice
2023-05-30,50,Mesa,Móveis,5,4392.07,21960.35,Madrid,Espanha,María
2023-04-01,30,Notebook,Computadores,8,3293.51,26348.08,São Paulo,Brasil,Ana
2023-12-06,50,Mesa,Móveis,9,3556.82,32011.38,Barcelona,Espanha,David
2023-03-13,24,Cabo Rede,Periféricos,10,1345.67,13456.7,Madrid,Espanha,David
2023-04-29,95,Memória,Armazenamento,2,4923.43,9846.86,Chicago,Estados Unidos,Alice
2023-11-13,24,Cabo Rede,Periféricos,4,4833.28,19333.12,Valencia,Espanha,María
2023-12-04,20,Monitor,Monitores,8,3457.44,27659.52,Los Angeles,Estados Unidos,Bob
2024-01-31,95,Memória,Armazenamento,3,2508.51,7525.53,Los Angeles,Estados Unidos,John
2023-04-02,22,Cabo Energia,Periféricos,10,2791.94,27919.4,Valencia,Espanha,David
2024-01-09,70,Licença Windows,Software,1,312.62,312.62,Porto,Portugal,Miguel
2023-02-16,50,Mesa,Móveis,4,2472.65,9890.6,Porto,Portugal,Miguel
2023-12-09,24,Cabo Rede,Periféricos,7,2634.73,18443.11,Belo Horizonte,Brasil,Ana
2024-01-07,30,Notebook,Computadores,3,4322.68,12968.04,Porto,Portugal,Miguel
2023-11-27,24,Cabo Rede,Periféricos,10,1684.16,16841.6,Chicago,Estados Unidos,John
2023-07-29,35,Computador,Computadores,10,2225.97,22259.7,Coimbra,Portugal,André
2024-02-15,30,Notebook,Computadores,8,4308.2,34465.6,Rio de Janeiro,Brasil,Ana
2023-07-02,40,Nobreak,Periféricos,3,2312.12,6936.36,Madrid,Espanha,David
2023-06-22,80,Licença Office 365,Software,6,2471.91,14831.46,Chicago,Estados Unidos,Alice
2023-08-31,92,HD Sata,Armazenamento,1,1688.85,1688.85,Chicago,Estados Unidos,Alice
2023-08-06,20,Monitor,Monitores,1,643.79,643.79,Lisboa,Portugal,André
2023-03-14,23,Cabo HDMI,Periféricos,8,106.95,855.6,Madrid,Espanha,María
2024-01-04,50,Mesa,Móveis,9,403.12,3628.08,Madrid,Espanha,Carlos
2023-10-14,20,Monitor,Monitores,7,2822.32,19756.24,Chicago,Estados Unidos,Alice
2023-09-14,23,Cabo HDMI,Periféricos,10,3375.87,33758.7,Madrid,Espanha,Carlos
2023-03-23,30,Notebook,Computadores,6,3589.58,21537.48,Coimbra,Portugal,Sofia
2023-07-27,60,Cadeira,Móveis,4,1469.55,5878.2,Barcelona,Espanha,David
2023-11-11,20,Monitor,Monitores,6,2571.22,15427.32,Chicago,Estados Unidos,Bob
2023-11-28,80,Licença Office 365,Software,6,678.26,4069.56,New York,Estados Unidos,Alice
2023-08-13,90,HD SSD,Armazenamento,4,1293.32,5173.28,Porto,Portugal,André
2023-12-14,95,Memória,Armazenamento,8,3652.64,29221.12,São Paulo,Brasil,Ana
2023-05-31,35,Computador,Computadores,7,978.09,6846.63,Belo Horizonte,Brasil,João
2023-02-23,90,HD SSD,Armazenamento,6,542.04,3252.24,Valencia,Espanha,Carlos
2023-12-06,40,Nobreak,Periféricos,8,4115.42,32923.36,Coimbra,Portugal,Miguel
