Data da Venda,Código Produto,Nome Produto,Categoria do Produto,Quantidade Vendido,Valor Unitário,Valor Total da Venda,Cidade da Loja,País da Loja,Vendedor
2023-07-17,96,Placa de Vídeo,Periféricos,10,2464.0,24640.0,Madrid,Espanha,Carlos
2023-08-04,60,Cadeira,Móveis,6,342.0,2052.0,New York,Estados Unidos,Bob
2023-10-12,11,Teclado,Periféricos,7,177.0,1239.0,New York,Estados Unidos,Bob
2023-04-20,24,Cabo Rede,Periféricos,4,26.5,106.0,Belo Horizonte,Brasil,Ana
2023-11-20,50,Mesa,Móveis,10,540.0,5400.0,Porto,Portugal,André
2023-03-30,60,Cadeira,Móveis,2,312.0,624.0,Chicago,Estados Unidos,Alice
2023-02-20,22,Cabo Energia,Periféricos,9,30.6,275.4,New York,Estados Unidos,Alice
2023-08-27,24,Cabo Rede,Periféricos,2,28.5,57.0,Lisboa,Portugal,Miguel
2023-12-28,96,Placa de Vídeo,Periféricos,3,2684.0,8052.0,Belo Horizonte,Brasil,João
2023-06-12,30,Notebook,Computadores,1,3850.0,3850.0,Barcelona,Espanha,Carlos
2023-11-01,35,Computador,Computadores,4,2760.0,11040.0,Porto,Portugal,Miguel
2023-12-05,20,Monitor,Monitores,10,976.0,9760.0,Rio de Janeiro,Brasil,Carlos
2023-12-25,95,Memória,Armazenamento,1,390.4,390.4,Coimbra,Portugal,Miguel
2023-12-18,96,Placa de Vídeo,Periféricos,2,2684.0,5368.0,Barcelona,Espanha,David
2023-05-29,40,Nobreak,Periféricos,7,540.0,3780.0,Porto,Portugal,Miguel
2023-11-12,50,Mesa,Móveis,4,540.0,2160.0,Los Angeles,Estados Unidos,Bob
2024-01-31,95,Memória,Armazenamento,2,320.0,640.0,Madrid,Espanha,David
2024-01-25,80,Licença Office 365,Software,2,350.0,700.0,Chicago,Estados Unidos,John
2023-10-02,50,Mesa,Móveis,3,531.0,1593.0,Rio de Janeiro,Brasil,Ana
2023-11-14,60,Cadeira,Móveis,10,360.0,3600.0,São Paulo,Brasil,João
2023-10-04,30,Notebook,Computadores,8,4130.0,33040.0,Belo Horizonte,Brasil,Carlos
2023-07-14,22,Cabo Energia,Periféricos,7,33.6,235.2,Los Angeles,Estados Unidos,Bob
2023-11-10,50,Mesa,Móveis,8,540.0,4320.0,Rio de Janeiro,Brasil,João
2023-09-06,96,Placa de Vídeo,Periféricos,2,2552.0,5104.0,Porto,Portugal,André
2024-01-27,90,HD SSD,Armazenamento,2,600.0,1200.0,Los Angeles,Estados Unidos,Bob
2023-07-23,60,Cadeira,Móveis,6,336.0,2016.0,Porto,Portugal,Miguel
2023-06-16,92,HD Sata,Armazenamento,6,495.0,2970.0,Barcelona,Espanha,David
2023-12-03,30,Notebook,Computadores,5,4270.0,21350.0,Madrid,Espanha,María
2023-06-05,20,Monitor,Monitores,4,880.0,3520.0,Chicago,Estados Unidos,Alice
2023-06-11,23,Cabo HDMI,Periféricos,7,44.0,308.0,Rio de Janeiro,Brasil,João
2023-04-01,96,Placa de Vídeo,Periféricos,8,2332.0,18656.0,Coimbra,Portugal,Sofia
2023-10-25,50,Mesa,Móveis,5,531.0,2655.0,Coimbra,Portugal,Sofia
2023-05-25,50,Mesa,Móveis,9,486.0,4374.0,Barcelona,Espanha,María
2023-11-28,23,Cabo HDMI,Periféricos,4,48.0,192.0,New York,Estados Unidos,John
2023-11-27,92,HD Sata,Armazenamento,1,540.0,540.0,Chicago,Estados Unidos,John
2023-05-20,96,Placa de Vídeo,Periféricos,1,2376.0,2376.0,Los Angeles,Estados Unidos,Bob
2023-08-30,90,HD SSD,Armazenamento,6,684.0,4104.0,Lisboa,Portugal,Sofia
2023-03-19,92,HD Sata,Armazenamento,9,468.0,4212.0,São Paulo,Brasil,Ana
2023-06-15,90,HD SSD,Armazenamento,9,660.0,5940.0,Los Angeles,Estados Unidos,John
2023-08-27,50,Mesa,Móveis,1,513.0,513.0,New York,Estados Unidos,John
2023-05-19,35,Computador,Computadores,3,2484.0,7452.0,Chicago,Estados Unidos,Alice
2023-12-08,11,Teclado,Periféricos,3,183.0,549.0,Madrid,Espanha,María
2024-01-19,96,Placa de Vídeo,Periféricos,10,2200.0,22000.0,Chicago,Estados Unidos,Bob
2024-01-21,40,Nobreak,Periféricos,10,500.0,5000.0,Porto,Portugal,Miguel
2023-10-25,50,Mesa,Móveis,1,531.0,531.0,São Paulo,Brasil,Carlos
2023-12-26,80,Licença Office 365,Software,8,427.0,3416.0,Rio de Janeiro,Brasil,Carlos
2023-05-08,95,Memória,Armazenamento,2,345.6,691.2,Porto,Portugal,Sofia
2023-03-21,30,Notebook,Computadores,6,3640.0,21840.0,Los Angeles,Estados Unidos,Alice
2023-02-15,70,Licença Windows,Software,4,918.0,3672.0,Valencia,Espanha,Carlos
2023-11-16,90,HD SSD,Armazenamento,1,720.0,720.0,Lisboa,Portugal,Sofia
2023-08-18,95,Memória,Armazenamento,9,364.8,3283.2,Madrid,Espanha,María
2024-02-02,90,HD SSD,Armazenamento,8,612.0,4896.0,New York,Estados Unidos,John
2023-03-12,95,Memória,Armazenamento,4,332.8,1331.2,Chicago,Estados Unidos,Bob
2023-11-19,40,Nobreak,Periféricos,1,600.0,600.0,Madrid,Espanha,María
2023-04-19,96,Placa de Vídeo,Periféricos,10,2332.0,23320.0,Madrid,Espanha,María
2023-11-16,70,Licença Windows,Software,1,1080.0,1080.0,Belo Horizonte,Brasil,João
2023-08-20,92,HD Sata,Armazenamento,5,513.0,2565.0,Lisboa,Portugal,Sofia
2023-12-06,22,Cabo Energia,Periféricos,3,36.6,109.8,Coimbra,Portugal,André
2023-03-14,23,Cabo HDMI,Periféricos,7,41.6,291.2,Valencia,Espanha,María
2023-09-04,24,Cabo Rede,Periféricos,1,29.0,29.0,Lisboa,Portugal,André
2023-09-02,35,Computador,Computadores,5,2668.0,13340.0,Coimbra,Portugal,Sofia
2023-05-07,92,HD Sata,Armazenamento,2,486.0,972.0,Los Angeles,Estados Unidos,Bob
2023-05-20,40,Nobreak,Periféricos,10,540.0,5400.0,Coimbra,Portugal,Miguel
2024-01-26,50,Mesa,Móveis,3,450.0,1350.0,Chicago,Estados Unidos,Bob
2023-09-06,90,HD SSD,Armazenamento,9,696.0,6264.0,Coimbra,Portugal,Sofia
2023-06-28,40,Nobreak,Periféricos,2,550.0,1100.0,Barcelona,Espanha,Carlos
2023-08-20,95,Memória,Armazenamento,8,364.8,2918.4,Barcelona,Espanha,María
2023-05-04,70,Licença Windows,Software,5,972.0,4860.0,Los Angeles,Estados Unidos,Bob
2024-02-13,60,Cadeira,Móveis,10,306.0,3060.0,Chicago,Estados Unidos,Bob
2023-02-22,95,Memória,Armazenamento,7,326.4,2284.8,Los Angeles,Estados Unidos,Alice
2023-11-27,70,Licença Windows,Software,5,1080.0,5400.0,Madrid,Espanha,David
2023-04-30,95,Memória,Armazenamento,5,339.2,1696.0,Porto,Portugal,André
2023-07-11,23,Cabo HDMI,Periféricos,9,44.8,403.2,Coimbra,Portugal,Sofia
2023-09-17,11,Teclado,Periféricos,7,174.0,1218.0,New York,Estados Unidos,Bob
2023-08-16,60,Cadeira,Móveis,6,342.0,2052.0,Valencia,Espanha,María
2023-04-20,11,Teclado,Periféricos,6,159.0,954.0,Los Angeles,Estados Unidos,John
2023-06-07,60,Cadeira,Móveis,3,330.0,990.0,Lisboa,Portugal,Sofia
2023-05-12,30,Notebook,Computadores,6,3780.0,22680.0,Coimbra,Portugal,Miguel
2023-06-15,50,Mesa,Móveis,4,495.0,1980.0,Belo Horizonte,Brasil,Carlos
2023-03-02,40,Nobreak,Periféricos,10,520.0,5200.0,Belo Horizonte,Brasil,Ana
2023-11-15,20,Monitor,Monitores,4,960.0,3840.0,Porto,Portugal,Miguel
2023-10-13,60,Cadeira,Móveis,8,354.0,2832.0,Chicago,Estados Unidos,John
2023-10-11,35,Computador,Computadores,8,2714.0,21712.0,Valencia,Espanha,Carlos
2023-09-21,90,HD SSD,Armazenamento,1,696.0,696.0,Barcelona,Espanha,David
2024-01-01,80,Licença Office 365,Software,10,350.0,3500.0,Porto,Portugal,Sofia
2023-03-31,80,Licença Office 365,Software,2,364.0,728.0,Madrid,Espanha,María
2023-11-15,11,Teclado,Periféricos,3,180.0,540.0,Rio de Janeiro,Brasil,João
2023-12-16,20,Monitor,Monitores,7,976.0,6832.0,Madrid,Espanha,Carlos
2023-10-11,90,HD SSD,Armazenamento,5,708.0,3540.0,Valencia,Espanha,Carlos
2023-12-13,30,Notebook,Computadores,1,4270.0,4270.0,São Paulo,Brasil,Carlos
2023-07-24,10,Mouse,Periféricos,7,112.0,784.0,Barcelona,Espanha,David
2023-07-19,50,Mesa,Móveis,8,504.0,4032.0,Barcelona,Espanha,Carlos
2023-11-08,35,Computador,Computadores,2,2760.0,5520.0,São Paulo,Brasil,João
2023-05-28,80,Licença Office 365,Software,8,378.0,3024.0,Lisboa,Portugal,Sofia
2023-03-29,60,Cadeira,Móveis,5,312.0,1560.0,Porto,Portugal,Sofia
2023-09-16,23,Cabo HDMI,Periféricos,2,46.4,92.8,Valencia,Espanha,Carlos
2023-09-06,23,Cabo HDMI,Periféricos,7,46.4,324.8,Barcelona,Espanha,María
2023-08-28,40,Nobreak,Periféricos,5,570.0,2850.0,New York,Estados Unidos,John
2023-08-27,30,Notebook,Computadores,2,3990.0,7980.0,Lisboa,Portugal,Sofia
2023-03-27,70,Licença Windows,Software,4,936.0,3744.0,Chicago,Estados Unidos,Alice
2023-10-12,11,Teclado,Periféricos,8,177.0,1416.0,Lisboa,Portugal,Sofia
2024-01-20,96,Placa de Vídeo,Periféricos,1,2200.0,2200.0,Valencia,Espanha,María
2023-10-02,35,Computador,Computadores,9,2714.0,24426.0,New York,Estados Unidos,Alice
2023-02-22,22,Cabo Energia,Periféricos,7,30.6,214.2,Madrid,Espanha,David
2024-01-17,90,HD SSD,Armazenamento,9,600.0,5400.0,Chicago,Estados Unidos,John
2023-03-02,70,Licença Windows,Software,7,936.0,6552.0,Chicago,Estados Unidos,Bob
2023-05-13,30,Notebook,Computadores,8,3780.0,30240.0,Chicago,Estados Unidos,Bob
2023-04-11,95,Memória,Armazenamento,7,339.2,2374.4,Coimbra,Portugal,André
2023-06-04,10,Mouse,Periféricos,10,110.0,1100.0,Porto,Portugal,Sofia
2023-05-02,30,Notebook,Computadores,3,3780.0,11340.0,Porto,Portugal,André
2023-06-20,70,Licença Windows,Software,8,990.0,7920.0,Lisboa,Portugal,Miguel
2023-08-28,40,Nobreak,Periféricos,1,570.0,570.0,Belo Horizonte,Brasil,Ana
2023-07-25,40,Nobreak,Periféricos,6,560.0,3360.0,São Paulo,Brasil,João
2023-10-27,92,HD Sata,Armazenamento,1,531.0,531.0,Coimbra,Portugal,André
2023-06-19,92,HD Sata,Armazenamento,5,495.0,2475.0,Madrid,Espanha,Carlos
2023-05-21,35,Computador,Computadores,4,2484.0,9936.0,São Paulo,Brasil,Ana
2023-04-19,30,Notebook,Computadores,2,3710.0,7420.0,New York,Estados Unidos,Alice
2024-01-25,20,Monitor,Monitores,8,800.0,6400.0,Rio de Janeiro,Brasil,Carlos
2023-05-30,11,Teclado,Periféricos,3,162.0,486.0,Madrid,Espanha,María
2023-11-26,90,HD SSD,Armazenamento,9,720.0,6480.0,Valencia,Espanha,María
2023-05-24,60,Cadeira,Móveis,9,324.0,2916.0,Rio de Janeiro,Brasil,João
2023-11-10,20,Monitor,Monitores,9,960.0,8640.0,São Paulo,Brasil,Ana
2023-12-27,22,Cabo Energia,Periféricos,4,36.6,146.4,Coimbra,Portugal,Miguel
2023-05-10,23,Cabo HDMI,Periféricos,7,43.2,302.4,Coimbra,Portugal,Miguel
2023-12-12,24,Cabo Rede,Periféricos,6,30.5,183.0,Madrid,Espanha,María
2023-07-16,92,HD Sata,Armazenamento,4,504.0,2016.0,São Paulo,Brasil,Carlos
2023-03-14,22,Cabo Energia,Periféricos,4,31.2,124.8,Madrid,Espanha,María
2023-02-16,80,Licença Office 365,Software,4,357.0,1428.0,Rio de Janeiro,Brasil,Ana
2023-06-03,80,Licença Office 365,Software,10,385.0,3850.0,Chicago,Estados Unidos,Bob
2023-04-29,92,HD Sata,Armazenamento,3,477.0,1431.0,New York,Estados Unidos,Alice
2023-05-01,70,Licença Windows,Software,2,972.0,1944.0,Barcelona,Espanha,David
2023-10-24,11,Teclado,Periféricos,8,177.0,1416.0,Barcelona,Espanha,David
2024-02-08,60,Cadeira,Móveis,2,306.0,612.0,New York,Estados Unidos,John
2023-11-04,30,Notebook,Computadores,1,4200.0,4200.0,Belo Horizonte,Brasil,Carlos
2023-05-14,23,Cabo HDMI,Periféricos,5,43.2,216.0,Belo Horizonte,Brasil,Carlos
2023-10-01,22,Cabo Energia,Periféricos,4,35.4,141.6,Valencia,Espanha,María
2024-01-20,95,Memória,Armazenamento,8,320.0,2560.0,Valencia,Espanha,David
2023-07-09,70,Licença Windows,Software,3,1008.0,3024.0,Valencia,Espanha,David
2023-05-14,70,Licença Windows,Software,6,972.0,5832.0,Coimbra,Portugal,Sofia
2023-12-20,40,Nobreak,Periféricos,10,610.0,6100.0,Belo Horizonte,Brasil,João
2023-07-08,90,HD SSD,Armazenamento,7,672.0,4704.0,Lisboa,Portugal,André
2024-02-08,24,Cabo Rede,Periféricos,5,25.5,127.5,Madrid,Espanha,David
2023-12-23,20,Monitor,Monitores,10,976.0,9760.0,Lisboa,Portugal,André
2023-03-22,23,Cabo HDMI,Periféricos,1,41.6,41.6,Coimbra,Portugal,André
2023-02-16,40,Nobreak,Periféricos,4,510.0,2040.0,Madrid,Espanha,David
2023-11-06,90,HD SSD,Armazenamento,5,720.0,3600.0,São Paulo,Brasil,Carlos
2023-03-25,22,Cabo Energia,Periféricos,4,31.2,124.8,Madrid,Espanha,Carlos
2023-07-01,90,HD SSD,Armazenamento,7,672.0,4704.0,Madrid,Espanha,Carlos
2024-01-15,22,Cabo Energia,Periféricos,10,30.0,300.0,São Paulo,Brasil,João
2023-11-14,30,Notebook,Computadores,10,4200.0,42000.0,Madrid,Espanha,Carlos
2023-09-18,92,HD Sata,Armazenamento,9,522.0,4698.0,New York,Estados Unidos,John
2023-09-03,22,Cabo Energia,Periféricos,3,34.8,104.4,Porto,Portugal,Miguel
2024-01-10,23,Cabo HDMI,Periféricos,10,40.0,400.0,Lisboa,Portugal,André
2023-12-21,22,Cabo Energia,Periféricos,7,36.6,256.2,Chicago,Estados Unidos,Alice
2023-08-12,70,Licença Windows,Software,7,1026.0,7182.0,Barcelona,Espanha,María
2023-09-18,60,Cadeira,Móveis,2,348.0,696.0,Belo Horizonte,Brasil,Ana
2023-06-22,50,Mesa,Móveis,2,495.0,990.0,Barcelona,Espanha,Carlos
2023-04-13,35,Computador,Computadores,2,2438.0,4876.0,Rio de Janeiro,Brasil,João
2023-05-16,24,Cabo Rede,Periféricos,10,27.0,270.0,Chicago,Estados Unidos,John
2023-06-01,30,Notebook,Computadores,1,3850.0,3850.0,Porto,Portugal,Miguel
2023-07-18,50,Mesa,Móveis,9,504.0,4536.0,Belo Horizonte,Brasil,João
2023-09-02,35,Computador,Computadores,8,2668.0,21344.0,Coimbra,Portugal,Sofia
2023-06-15,24,Cabo Rede,Periféricos,1,27.5,27.5,Belo Horizonte,Brasil,João
2023-12-23,90,HD SSD,Armazenamento,7,732.0,5124.0,Madrid,Espanha,Carlos
2023-07-02,70,Licença Windows,Software,4,1008.0,4032.0,Barcelona,Espanha,David
2023-05-09,11,Teclado,Periféricos,3,162.0,486.0,Rio de Janeiro,Brasil,Ana
2023-02-25,80,Licença Office 365,Software,2,357.0,714.0,New York,Estados Unidos,Alice
2023-09-27,70,Licença Windows,Software,10,1044.0,10440.0,Los Angeles,Estados Unidos,John
2023-12-20,95,Memória,Armazenamento,5,390.4,1952.0,Lisboa,Portugal,Sofia
2023-11-16,90,HD SSD,Armazenamento,8,720.0,5760.0,Madrid,Espanha,David
2023-07-27,95,Memória,Armazenamento,9,358.4,3225.6,São Paulo,Brasil,João
2023-07-19,96,Placa de Vídeo,Periféricos,4,2464.0,9856.0,Madrid,Espanha,María
2023-07-16,11,Teclado,Periféricos,8,168.0,1344.0,São Paulo,Brasil,João
2024-01-11,95,Memória,Armazenamento,4,320.0,1280.0,Valencia,Espanha,David
2023-07-24,96,Placa de Vídeo,Periféricos,8,2464.0,19712.0,Barcelona,Espanha,David
2023-09-28,92,HD Sata,Armazenamento,6,522.0,3132.0,Rio de Janeiro,Brasil,Ana
2023-12-06,22,Cabo Energia,Periféricos,7,36.6,256.2,Rio de Janeiro,Brasil,João
2023-07-30,96,Placa de Vídeo,Periféricos,9,2464.0,22176.0,São Paulo,Brasil,Ana
2023-12-31,20,Monitor,Monitores,5,976.0,4880.0,Madrid,Espanha,David
2023-10-18,11,Teclado,Periféricos,3,177.0,531.0,Lisboa,Portugal,Miguel
2024-02-12,11,Teclado,Periféricos,7,153.0,1071.0,Los Angeles,Estados Unidos,John
2023-11-22,96,Placa de Vídeo,Periféricos,9,2640.0,23760.0,Chicago,Estados Unidos,Bob
2023-08-17,35,Computador,Computadores,2,2622.0,5244.0,Lisboa,Portugal,Sofia
2023-07-12,11,Teclado,Periféricos,5,168.0,840.0,Barcelona,Espanha,María
2023-05-09,22,Cabo Energia,Periféricos,8,32.4,259.2,Coimbra,Portugal,Sofia
2023-05-08,95,Memória,Armazenamento,4,345.6,1382.4,Belo Horizonte,Brasil,Carlos
2023-02-23,90,HD SSD,Armazenamento,8,612.0,4896.0,São Paulo,Brasil,João
2023-12-26,24,Cabo Rede,Periféricos,10,30.5,305.0,Barcelona,Espanha,Carlos
2023-11-30,70,Licença Windows,Software,4,1080.0,4320.0,São Paulo,Brasil,Ana
2024-01-03,24,Cabo Rede,Periféricos,7,25.0,175.0,Belo Horizonte,Brasil,Carlos
2023-07-05,24,Cabo Rede,Periféricos,5,28.0,140.0,Belo Horizonte,Brasil,João
2023-11-15,92,HD Sata,Armazenamento,3,540.0,1620.0,Rio de Janeiro,Brasil,João
2023-11-07,20,Monitor,Monitores,7,960.0,6720.0,New York,Estados Unidos,Bob
2023-08-04,10,Mouse,Periféricos,7,114.0,798.0,São Paulo,Brasil,João
2023-12-28,11,Teclado,Periféricos,3,183.0,549.0,Lisboa,Portugal,Sofia
2023-12-04,92,HD Sata,Armazenamento,1,549.0,549.0,Los Angeles,Estados Unidos,Alice
2023-10-31,20,Monitor,Monitores,7,944.0,6608.0,Madrid,Espanha,Carlos
2024-01-12,30,Notebook,Computadores,6,3500.0,21000.0,New York,Estados Unidos,John
2023-12-29,11,Teclado,Periféricos,3,183.0,549.0,Coimbra,Portugal,André
2023-06-07,70,Licença Windows,Software,10,990.0,9900.0,São Paulo,Brasil,Ana
2023-09-22,11,Teclado,Periféricos,8,174.0,1392.0,Valencia,Espanha,David
2024-02-08,96,Placa de Vídeo,Periféricos,7,2244.0,15708.0,Rio de Janeiro,Brasil,João
2023-05-01,22,Cabo Energia,Periféricos,6,32.4,194.4,Porto,Portugal,Miguel
2023-09-03,70,Licença Windows,Software,1,1044.0,1044.0,Los Angeles,Estados Unidos,Bob
2023-08-25,11,Teclado,Periféricos,7,171.0,1197.0,Los Angeles,Estados Unidos,John
2023-09-01,50,Mesa,Móveis,5,522.0,2610.0,Barcelona,Espanha,David
2023-05-29,96,Placa de Vídeo,Periféricos,5,2376.0,11880.0,Chicago,Estados Unidos,John
2024-01-09,80,Licença Office 365,Software,2,350.0,700.0,Lisboa,Portugal,André
2023-12-29,80,Licença Office 365,Software,3,427.0,1281.0,Belo Horizonte,Brasil,Carlos
2023-03-27,40,Nobreak,Periféricos,3,520.0,1560.0,Valencia,Espanha,María
2023-03-24,70,Licença Windows,Software,7,936.0,6552.0,Belo Horizonte,Brasil,Ana
2023-10-31,50,Mesa,Móveis,8,531.0,4248.0,Lisboa,Portugal,Miguel
2023-03-20,22,Cabo Energia,Periféricos,4,31.2,124.8,Barcelona,Espanha,David
2023-04-27,90,HD SSD,Armazenamento,4,636.0,2544.0,Madrid,Espanha,Carlos
2023-06-15,40,Nobreak,Periféricos,6,550.0,3300.0,New York,Estados Unidos,John
2023-07-09,50,Mesa,Móveis,1,504.0,504.0,Coimbra,Portugal,Miguel
2024-02-07,96,Placa de Vídeo,Periféricos,4,2244.0,8976.0,Barcelona,Espanha,María
2023-07-27,70,Licença Windows,Software,1,1008.0,1008.0,Chicago,Estados Unidos,Alice
2023-07-17,11,Teclado,Periféricos,9,168.0,1512.0,Porto,Portugal,André
2023-11-03,80,Licença Office 365,Software,7,420.0,2940.0,Valencia,Espanha,Carlos
2024-01-01,60,Cadeira,Móveis,5,300.0,1500.0,Lisboa,Portugal,André
2023-11-22,35,Computador,Computadores,6,2760.0,16560.0,New York,Estados Unidos,John
2023-12-22,95,Memória,Armazenamento,6,390.4,2342.4,New York,Estados Unidos,Alice
2023-09-20,95,Memória,Armazenamento,9,371.2,3340.8,Madrid,Espanha,David
2024-01-01,10,Mouse,Periféricos,4,100.0,400.0,Lisboa,Portugal,Sofia
2023-09-04,24,Cabo Rede,Periféricos,3,29.0,87.0,Barcelona,Espanha,David
2023-05-20,60,Cadeira,Móveis,5,324.0,1620.0,Porto,Portugal,Sofia
2023-12-15,10,Mouse,Periféricos,3,122.0,366.0,New York,Estados Unidos,John
2023-06-05,90,HD SSD,Armazenamento,10,660.0,6600.0,New York,Estados Unidos,John
2023-11-23,35,Computador,Computadores,8,2760.0,22080.0,Barcelona,Espanha,David
2023-08-18,30,Notebook,Computadores,5,3990.0,19950.0,Belo Horizonte,Brasil,Carlos
2023-03-12,23,Cabo HDMI,Periféricos,1,41.6,41.6,Porto,Portugal,André
2023-07-22,80,Licença Office 365,Software,6,392.0,2352.0,Porto,Portugal,Sofia
2023-04-09,96,Placa de Vídeo,Periféricos,8,2332.0,18656.0,Belo Horizonte,Brasil,Carlos
2023-11-27,10,Mouse,Periféricos,5,120.0,600.0,Barcelona,Espanha,Carlos
2023-12-03,95,Memória,Armazenamento,6,390.4,2342.4,Los Angeles,Estados Unidos,Alice
2023-11-10,96,Placa de Vídeo,Periféricos,6,2640.0,15840.0,Madrid,Espanha,David
2023-08-24,90,HD SSD,Armazenamento,6,684.0,4104.0,New York,Estados Unidos,Bob
2023-12-23,40,Nobreak,Periféricos,10,610.0,6100.0,Coimbra,Portugal,Sofia
2023-11-09,10,Mouse,Periféricos,2,120.0,240.0,Rio de Janeiro,Brasil,Ana
2023-11-11,60,Cadeira,Móveis,10,360.0,3600.0,São Paulo,Brasil,João
2023-08-17,40,Nobreak,Periféricos,4,570.0,2280.0,Lisboa,Portugal,Miguel
2023-05-11,22,Cabo Energia,Periféricos,7,32.4,226.8,São Paulo,Brasil,João
2023-05-03,50,Mesa,Móveis,6,486.0,2916.0,Coimbra,Portugal,André
2023-08-06,22,Cabo Energia,Periféricos,4,34.2,136.8,Lisboa,Portugal,Sofia
2023-12-23,96,Placa de Vídeo,Periféricos,5,2684.0,13420.0,Rio de Janeiro,Brasil,João
2023-12-10,11,Teclado,Periféricos,1,183.0,183.0,Coimbra,Portugal,André
2023-05-27,92,HD Sata,Armazenamento,5,486.0,2430.0,Barcelona,Espanha,María
2023-09-10,10,Mouse,Periféricos,1,116.0,116.0,Barcelona,Espanha,Carlos
2023-06-19,23,Cabo HDMI,Periféricos,5,44.0,220.0,Coimbra,Portugal,Sofia
2023-10-22,70,Licença Windows,Software,5,1062.0,5310.0,New York,Estados Unidos,Alice
2023-07-12,10,Mouse,Periféricos,9,112.0,1008.0,Rio de Janeiro,Brasil,Carlos
2023-09-23,35,Computador,Computadores,9,2668.0,24012.0,Chicago,Estados Unidos,Alice
2023-09-07,92,HD Sata,Armazenamento,7,522.0,3654.0,Los Angeles,Estados Unidos,Alice
2023-05-07,35,Computador,Computadores,3,2484.0,7452.0,São Paulo,Brasil,Carlos
2023-10-18,20,Monitor,Monitores,9,944.0,8496.0,Rio de Janeiro,Brasil,Carlos
2023-11-03,50,Mesa,Móveis,10,540.0,5400.0,Los Angeles,Estados Unidos,Alice
2023-10-21,20,Monitor,Monitores,7,944.0,6608.0,New York,Estados Unidos,Bob
2023-09-09,11,Teclado,Periféricos,7,174.0,1218.0,Coimbra,Portugal,Sofia
2023-07-05,60,Cadeira,Móveis,3,336.0,1008.0,New York,Estados Unidos,Bob
2023-12-07,35,Computador,Computadores,5,2806.0,14030.0,Porto,Portugal,André
2023-04-16,50,Mesa,Móveis,2,477.0,954.0,Valencia,Espanha,Carlos
2023-03-23,90,HD SSD,Armazenamento,4,624.0,2496.0,Barcelona,Espanha,Carlos
2023-07-06,70,Licença Windows,Software,3,1008.0,3024.0,São Paulo,Brasil,Carlos
2023-07-06,10,Mouse,Periféricos,6,112.0,672.0,Los Angeles,Estados Unidos,John
2023-08-08,60,Cadeira,Móveis,2,342.0,684.0,Los Angeles,Estados Unidos,Alice
2023-04-28,24,Cabo Rede,Periféricos,1,26.5,26.5,Barcelona,Espanha,María
2023-06-03,95,Memória,Armazenamento,2,352.0,704.0,Barcelona,Espanha,María
2023-10-08,24,Cabo Rede,Periféricos,5,29.5,147.5,Los Angeles,Estados Unidos,Bob
2023-07-24,22,Cabo Energia,Periféricos,10,33.6,336.0,Belo Horizonte,Brasil,Carlos
2023-07-06,22,Cabo Energia,Periféricos,10,33.6,336.0,Barcelona,Espanha,Carlos
2023-06-14,30,Notebook,Computadores,7,3850.0,26950.0,Rio de Janeiro,Brasil,João
2023-12-02,22,Cabo Energia,Periféricos,2,36.6,73.2,São Paulo,Brasil,João
2023-02-28,24,Cabo Rede,Periféricos,8,25.5,204.0,Valencia,Espanha,Carlos
2023-05-08,50,Mesa,Móveis,10,486.0,4860.0,Belo Horizonte,Brasil,Ana
2023-11-22,96,Placa de Vídeo,Periféricos,5,2640.0,13200.0,Coimbra,Portugal,Sofia
2023-08-15,23,Cabo HDMI,Periféricos,1,45.6,45.6,Porto,Portugal,André
2023-07-11,70,Licença Windows,Software,5,1008.0,5040.0,Porto,Portugal,André
2023-11-20,20,Monitor,Monitores,3,960.0,2880.0,Chicago,Estados Unidos,John
2023-02-15,92,HD Sata,Armazenamento,5,459.0,2295.0,Chicago,Estados Unidos,John
2024-01-15,95,Memória,Armazenamento,10,320.0,3200.0,Madrid,Espanha,Carlos
2023-05-30,24,Cabo Rede,Periféricos,1,27.0,27.0,Porto,Portugal,André
2023-04-05,80,Licença Office 365,Software,8,371.0,2968.0,New York,Estados Unidos,Alice
2023-10-22,10,Mouse,Periféricos,6,118.0,708.0,Belo Horizonte,Brasil,João
2023-12-05,50,Mesa,Móveis,10,549.0,5490.0,Rio de Janeiro,Brasil,Ana
2023-11-02,22,Cabo Energia,Periféricos,3,36.0,108.0,Coimbra,Portugal,André
2023-10-29,92,HD Sata,Armazenamento,7,531.0,3717.0,São Paulo,Brasil,João
2023-09-14,11,Teclado,Periféricos,5,174.0,870.0,Coimbra,Portugal,Miguel
2023-09-24,11,Teclado,Periféricos,2,174.0,348.0,Madrid,Espanha,María
2023-03-15,30,Notebook,Computadores,2,3640.0,7280.0,Lisboa,Portugal,André
2023-11-02,90,HD SSD,Armazenamento,5,720.0,3600.0,Valencia,Espanha,Carlos
2023-11-20,20,Monitor,Monitores,4,960.0,3840.0,Coimbra,Portugal,Miguel
2023-12-23,92,HD Sata,Armazenamento,9,549.0,4941.0,Coimbra,Portugal,André
2023-12-31,96,Placa de Vídeo,Periféricos,2,2684.0,5368.0,New York,Estados Unidos,Bob
2023-06-24,60,Cadeira,Móveis,8,330.0,2640.0,Rio de Janeiro,Brasil,Carlos
2023-12-07,50,Mesa,Móveis,1,549.0,549.0,Lisboa,Portugal,Miguel
2024-02-01,92,HD Sata,Armazenamento,9,459.0,4131.0,Los Angeles,Estados Unidos,John
